All Transactions Report Created: 2018-06-30 18:02:18 -0500
,
Filter Criteria:,Last Year
,All Accounts
,Any Status
,
,"Scheduled","Split","Date","Type","Check #","Security","Payee","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
,,,"6/12/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-59.45","Discover4221(6)",
,,,"6/12/2017","Payment/Deposit",,"","BATH&BODY OVERLAND PARKKS","Fix Me","",,"-46.58","Discover4221(6)",
,,,"6/12/2017","Payment/Deposit",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","",,"-24.74","Discover4221(6)",
,,,"6/12/2017","Payment/Deposit",,"","LUSH OAK PARK (480) OVERLAND PAR","Fix Me","",,"-11.00","Discover4221(6)",
,,,"6/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Checking]","",,"0.00","Loan Nissan Leaf",
,,,"6/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Checking]","",,"630.28","Loan Nissan Leaf",
,,"S","6/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","",,"-630.28","Checking",
,,"S","6/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment:Interest","",,"-7.61","Checking",
,,"S","6/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","",,"0.00","Checking",
,,"S","6/11/2017","Payment/Deposit",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment","",,"0.00","Checking",
,,,"6/10/2017","Reinvest Dividend",,"International Business Machine","International Business Machine","Investments:Reinvest Dividend","","0.392","0.00","IBM ESPP",""
,,,"6/10/2017","Miscellaneous Income",,"International Business Machine","International Business Machine","Uncategorized","",,"1.24","IBM ESPP","1.24 paid as fee"
,,,"6/10/2017","Payment/Deposit",,"","Golden Palace","Dining:Family","",,"-54.73","Sears 9920(29)",
,,,"6/10/2017","Payment/Deposit",,"","ARBY'S 7623 CLINTON MO","Dining:Family","",,"-16.26","Discover4221(6)",
,,,"6/10/2017","Payment/Deposit",,"","MURFIN'S MKT-WILLARSBQ WILLARD M","Groceries","",,"-49.99","Discover4221(6)",
,,,"6/9/2017","Payment/Deposit",,"","QT","Auto:Fuel","",,"-17.83","Sears 9920(29)","accord"
,,,"6/9/2017","Payment/Deposit",,"","BEST BUY MH00001933295 OLATHE KS","Computer:Accessories","",,"-38.30","Discover4221(6)","128G thumb drive"
,,,"6/9/2017","Payment/Deposit",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","",,"-7.99","Discover4221(6)","fallacies"
,,,"6/9/2017","Payment/Deposit",,"","DOLLAR-GENERAL #2901 WILLARD MO","Fix Me","",,"-2.96","Discover4221(6)",
,,,"6/9/2017","Payment/Deposit","4525","","Check 4525","Fix Me","",,"-15.00","Checking",
,,,"6/9/2017","Payment/Deposit",,"","BEDBATH&BEYOND OVERLAND KS","Fix Me","",,"13.08","Discover4221(6)",
,,,"6/9/2017","Payment/Deposit",,"","Sherry","Fix Me","",,"-100.00","Terry Cash","reimburse for sink"
,,,"6/8/2017","Payment/Deposit",,"","Grimaldis Pizza","Dining:Family","",,"-59.48","Sears 9920(29)",
,,,"6/8/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-50.00","Discover4221(6)",
,,,"6/8/2017","Payment/Deposit",,"","FAMOUSFOOTWEAR#1538 OVERLAND PAR","Clothing","",,"-105.70","Discover4221(6)",
,,,"6/8/2017","Payment/Deposit",,"","Hy Vee","Groceries","",,"-19.09","Discover4221(6)",
,,,"6/8/2017","Payment/Deposit",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","",,"-7.71","Discover4221(6)",
,,,"6/8/2017","Payment/Deposit",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","",,"-4.36","Discover4221(6)",
,,,"6/8/2017","Payment/Deposit",,"","MISSION GARDENS NURSERY OVERLAND","Gifts:Birthday","",,"-45.67","Discover4221(6)","gma"
,,,"6/8/2017","Payment/Deposit",,"","STEIN-MART #376 OVERLAND PARKKS","Fix Me","",,"37.07","Discover4221(6)",
,,,"6/8/2017","Payment/Deposit",,"","Withdrawal","Transfer:[Checking]","",,"200.00","Terry Cash",
,,,"6/8/2017","Payment/Deposit",,"","Withdrawal","Transfer:[Terry Cash]","",,"-200.00","Checking",
,,,"6/7/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-101.18","Kohls 3215(25)",
,,,"6/7/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-59.32","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","WILD BIRDS UNLIMITED LEAWOOD KS","Fix Me","",,"-40.74","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","USPS PO 1983640541 OVERLAND PARK","Supplies","",,"-24.50","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","Chick-fil-a","Dining:Greg","",,"-7.07","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-7.03","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","",,"-6.55","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","",,"-4.36","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-68.77","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-56.59","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-53.70","Discover4221(6)",
,,,"6/7/2017","Payment/Deposit",,"","Lowe's","Fix Me","",,"-17.71","Discover4221(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
,,,"6/6/2017","Payment/Deposit",,"","OVR*O.CO/OVERSTOCK.COM 800-843-2","Fix Me","",,"17.76","Discover 3128(6)",
,,,"6/5/2017","Payment/Deposit",,"","Safe Deposit Box","Bank Chrg","",,"-55.00","Checking",
,,,"6/5/2017","Payment/Deposit",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","",,"-62.19","Discover 3128(6)",
,,,"6/5/2017","Payment/Deposit",,"","Campus Crusade for Christ","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
,,,"6/5/2017","Payment/Deposit",,"","ATT","Utilities:Telephone","",,"-277.20","Discover 3128(6)","wireless"
,,,"6/5/2017","Payment/Deposit",,"","Discover Card (4221)","Transfer:[Checking]","",,"93.00","Discover4221(6)","payment (auto)"
,,,"6/5/2017","Payment/Deposit",,"","Discover Card (4221)","Transfer:[Discover4221(6)]","",,"-93.00","Checking","payment (auto)"
,,,"6/4/2017","Payment/Deposit",,"","BEST BUY MH00000398295 LENEXA KS","Household:Electronics","",,"-70.89","Discover4221(6)","antenna, firestick"
,,,"6/4/2017","Payment/Deposit",,"","Barclay (Wyndham)","Transfer:[Checking]","",,"450.00","Wyndham Visa 3374(8)","payment (auto)"
,,,"6/4/2017","Payment/Deposit",,"","Barclay (Wyndham)","Transfer:[Wyndham Visa 3374(8)]","",,"-450.00","Checking","payment (auto)"
,,,"6/3/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-40.69","Discover4221(6)",
,,,"6/3/2017","Payment/Deposit",,"","MICHAELS STORES 5707 KANSAS CITY","Fix Me","",,"-36.03","Discover4221(6)",
,,,"6/3/2017","Payment/Deposit",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","",,"-32.16","Discover4221(6)","wonder woman"
,,,"6/2/2017","Payment/Deposit",,"","Redrock Canyon","Dining:Family","",,"-64.00","Sears 9920(29)",
,,,"6/2/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-113.35","Discover4221(6)",
,,,"6/2/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-6.38","Discover4221(6)",
,,,"6/2/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-1.59","Discover4221(6)",
,,,"6/2/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-0.21","Discover4221(6)",
,,,"6/2/2017","Payment/Deposit",,"","Lowe's","Fix Me","",,"174.48","Discover4221(6)","return sink"
,,,"6/2/2017","Payment/Deposit",,"","BEDBATH&BEYOND OVERLAND KS","Fix Me","",,"52.36","Discover4221(6)",
,,,"6/2/2017","Payment/Deposit",,"","From savings","Transfer:[Checking]","",,"-125,000.00","Savings",
,,,"6/2/2017","Payment/Deposit",,"","From savings","Transfer:[Savings]","",,"125,000.00","Checking",
,,"S","6/2/2017","Payment/Deposit",,"","KCPL","Utilities:Gas & Electric","",,"-156.05","Checking",
,,"S","6/2/2017","Payment/Deposit",,"","KCPL","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
,,"S","6/2/2017","Payment/Deposit",,"","KCPL","Utilities:Gas & Electric","",,"-131.04","Checking","extra"
,,,"6/1/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-211.00","Kohls 3215(25)",
,,,"6/1/2017","Payment/Deposit",,"","Returns","Fix Me","",,"169.04","Kohls 3215(25)",
,,,"6/1/2017","Payment/Deposit",,"","Phillips 66","Auto:Fuel","",,"-40.76","Sears 9920(29)","Odyssey"
,,,"6/1/2017","Payment/Deposit",,"","MICHAELS STORES 2713 OVERLAND PA","Fix Me","",,"-225.36","Discover4221(6)",
,,,"6/1/2017","Payment/Deposit",,"","STEIN-MART #376 OVERLAND PARKKS","Fix Me","",,"-163.59","Discover4221(6)",
,,,"6/1/2017","Payment/Deposit",,"","HOBBY-LOBBY #0075 OLATHE KS","Fix Me","",,"-15.30","Discover4221(6)",
,,,"6/1/2017","Payment/Deposit",,"","SLIM CHICKENS 10020 OVERLAND PAR","Dining:Family","",,"-5.98","Discover4221(6)",
,,,"6/1/2017","Payment/Deposit",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","",,"-5.84","Discover4221(6)",
,,,"6/1/2017","Payment/Deposit",,"","MICHAELS STORES 2713 OVERLAND PA","Fix Me","",,"-5.44","Discover4221(6)",
,,,"6/1/2017","Payment/Deposit",,"","WAYFAIR*WAYFAIR WAYFAIR.COM MA","Fix Me","",,"-43.12","Discover 3128(6)",
,,,"6/1/2017","Payment/Deposit",,"","Netflix.Com","Entertainment","",,"-9.99","Discover 3128(6)",
,,,"6/1/2017","Payment/Deposit",,"","AAA Visa","Transfer:[Checking]","",,"7.40","BOA AAA 8044(1)","payment (auto)"
,,,"6/1/2017","Payment/Deposit",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","",,"-7.40","Checking","payment (auto)"
,,,"5/31/2017","Interest Income",,"",,"Investments:Interest Income","",,"61.18","IBM Pension",""
,,,"5/31/2017","Reinvest Dividend",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Reinvest Dividend","","19.294","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 05/31/2017"
,,,"5/31/2017","Buy",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Buy","","13.913","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 05/31/2017"
,,,"5/31/2017","Buy",,"Stable Value","Stable Value","Investments:Buy","","26.198","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 05/31/2017"
,,,"5/31/2017","Buy",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Buy","","0.02","-0.02","Fidelity HSA XX5575",""
,,,"5/31/2017","Buy",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
,,,"5/31/2017","Payment/Deposit",,"","Rebate","Misc Inc","",,"53.23","Sears 9920(29)",
,,,"5/31/2017","Payment/Deposit",,"","Balance Adjustment","Cash","",,"-21.00","Greg Cash","bal 200"
,,,"5/31/2017","Payment/Deposit",,"","Balance Adjustment","Cash","",,"-30.00","Terry Cash","bal 30"
,,,"5/31/2017","Payment/Deposit",,"","TALK OF THE TOWN GRILL & OVERLAN","Dining:Greg","",,"-8.73","Discover4221(6)",
,,,"5/31/2017","Payment/Deposit",,"","McDonald's","Dining","",,"-6.43","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"5/31/2017","Payment/Deposit",,"","INTEREST CREDITED DEPOSIT","Int Inc","",,"0.11","Checking",
,,,"5/31/2017","Payment/Deposit",,"","INTEREST CREDITED DEPOSIT","Int Inc","",,"3.34","Savings",
,,,"5/31/2017","Payment/Deposit",,"","Interest Earned","Uncategorized","",,"0.02","Fidelity HSA XX5575","INTEREST EARNED"
,,,"5/31/2017","Payment/Deposit",,"","From savings","Transfer:[Savings]","",,"30,000.00","Checking",
,,,"5/31/2017","Payment/Deposit",,"","From savings","Transfer:[Checking]","",,"-30,000.00","Savings",
,,,"5/31/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
,,,"5/31/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"5,653.25","Savings","Gross pay"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Salary","",,"78.54","Savings","Life Insurance (implied)"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Medicare","",,"-78.19","Savings","Paycheck"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Fed","",,"-564.97","Savings","Paycheck"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Tax:Kansas","",,"-175.64","Savings","Paycheck"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"0.00","Savings","Life Insurance"
,,"S","5/31/2017","Payment/Deposit",,"","IBM Paycheck","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
,,,"5/31/2017","Payment/Deposit",,"","IBM Match","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
,,,"5/31/2017","Payment/Deposit",,"","Pay Off Balance","Transfer:[AMEX Everyday(22)]","",,"-24,244.28","Checking","W7468"
,,,"5/31/2017","Payment/Deposit",,"","Pay Off Balance","Transfer:[Checking]","",,"24,244.28","AMEX Everyday(22)",
,,,"5/30/2017","Payment/Deposit",,"","Zero Balance","Fix Me","",,"175.60","CapFed Mortgage 2013",
,,,"5/30/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-169.04","Kohls 3215(25)",
,,,"5/30/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-72.41","Discover4221(6)",
,,,"5/30/2017","Payment/Deposit",,"","Payoff","Uncategorized","",,"84,623.91","CapFed Mortgage 2013",
,,,"5/30/2017","Payment/Deposit",,"","WILD BIRDS UNLIMITED LEAWOOD KS","Household","",,"-58.34","Discover4221(6)",
,,,"5/30/2017","Payment/Deposit","4524","","Check 4524","Fix Me","",,"-25.00","Checking",
,,,"5/30/2017","Payment/Deposit",,"","Dietrich Proceeds","Fix Me","",,"172,537.50","Savings",
,,,"5/29/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-20.34","Sears 9920(29)",
,,,"5/29/2017","Payment/Deposit",,"","From savings","Transfer:[Checking]","",,"-2,000.00","Savings","11455838"
,,,"5/29/2017","Payment/Deposit",,"","From savings","Transfer:[Savings]","",,"2,000.00","Checking","11455838"
,,,"5/28/2017","Payment/Deposit",,"","Hen House","Groceries","",,"-45.60","Sears 9920(29)",
,,,"5/28/2017","Payment/Deposit",,"","ROYAL LLC LEAWOOD KS","Fix Me","",,"-4.12","Discover4221(6)",
,,,"5/28/2017","Payment/Deposit",,"","Target","Fix Me","",,"-11.81","Discover 3128(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
,,,"5/28/2017","Payment/Deposit",,"","APL* ITUNES.COM/BILL 866-712-775","Fix Me","",,"-7.63","Discover 3128(6)",
,,,"5/28/2017","Payment/Deposit",,"","5 OCLOCK PAR 4 LIQUOR OVERLAND P","Groceries","",,"-8.90","Discover4221(6)",
,,,"5/28/2017","Payment/Deposit",,"","Consolidated Communications","Utilities:CableTV","",,"-168.96","Discover 3128(6)",
,,,"5/28/2017","Payment/Deposit",,"","Fairfield","Vacation","",,"-169.85","Checking","Vacation fees"
,,,"5/27/2017","Payment/Deposit",,"","Hen House","Groceries","",,"-82.82","Sears 9920(29)",
,,,"5/27/2017","Payment/Deposit",,"","Ancestry.Com","Membership","",,"-19.95","Discover 3128(6)",
,,,"5/27/2017","Payment/Deposit",,"","Lowe's","Fix Me","",,"-174.48","Discover4221(6)","GMA sink"
,,,"5/27/2017","Payment/Deposit",,"","WILD BIRDS UNLIMITED LEAWOOD KS","Fix Me","",,"-69.78","Discover4221(6)",
,,,"5/27/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-8.25","Discover4221(6)",
,,,"5/27/2017","Payment/Deposit",,"","DOLLARTREE KANSAS CITY MO","Fix Me","",,"-2.19","Discover4221(6)",
,,,"5/27/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-78.46","Discover4221(6)",
,,,"5/27/2017","Payment/Deposit",,"","Target","Fix Me","",,"-6.60","Discover4221(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
,,,"5/27/2017","Payment/Deposit",,"","Lynda.com","Education","",,"-34.99","AMEX Everyday(22)","P-09468139 888-335-9632"
,,,"5/27/2017","Payment/Deposit",,"","Discover Card","Transfer:[Checking]","",,"888.64","Discover 3128(6)","payment (auto)"
,,,"5/27/2017","Payment/Deposit",,"","Discover Card","Transfer:[Discover 3128(6)]","",,"-888.64","Checking","payment (auto)"
,,,"5/27/2017","Payment/Deposit",,"","Barclay","Transfer:[Checking]","",,"40.77","Apple Rewards 2672(3)","payment (auto)"
,,,"5/27/2017","Payment/Deposit",,"","Barclay","Transfer:[Apple Rewards 2672(3)]","",,"-40.77","Checking","payment (auto)"
,,,"5/27/2017","Payment/Deposit",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","",,"-94.00","Checking",
,,,"5/26/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.04","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"5/26/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"5/26/2017","Interest Income",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","",,"0.01","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
,,,"5/26/2017","Payment/Deposit",,"","HD TAN OVERLAND PARKKS","Personal","",,"-13.28","Discover4221(6)",
,,,"5/26/2017","Payment/Deposit",,"","WAYFAIR*WAYFAIR WAYFAIR.COM MA","Fix Me","",,"-50.98","Discover 3128(6)",
,,,"5/26/2017","Payment/Deposit",,"","SHUTTERFLY 800-986-1065 CA","Fix Me","",,"-14.14","Discover 3128(6)",
,,,"5/26/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-36.68","Discover4221(6)",
,,,"5/26/2017","Payment/Deposit",,"","MR GYROS LEAWOOD KS","Dining:Family","",,"-18.32","Discover4221(6)",
,,,"5/26/2017","Payment/Deposit",,"","McDonald's","Dining:Greg","",,"-5.02","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
,,,"5/26/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"6.39","Discover4221(6)",
,,,"5/25/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-20.41","Discover4221(6)",
,,,"5/25/2017","Payment/Deposit",,"","HAWTHORNE ANIMAL HOSPITA OVERLAN","Pets","",,"-229.75","Discover4221(6)",
,,,"5/25/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-29.54","Discover4221(6)",
,,,"5/25/2017","Payment/Deposit",,"","TUESDAY MORNING # 0569 KANSAS CI","Fix Me","",,"-7.20","Discover4221(6)",
,,,"5/25/2017","Payment/Deposit",,"","EXPEDIA 7268510919808 EXPEDIA.CO","Vacation","",,"-136.14","Discover 3128(6)","BnB"
,,,"5/25/2017","Payment/Deposit",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","",,"-97.09","Discover4221(6)",
,,,"5/25/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-13.26","Discover4221(6)",
,,,"5/25/2017","Payment/Deposit",,"","Sears","Transfer:[Checking]","",,"71.55","Sears 9920(29)","payment (auto)"
,,,"5/25/2017","Payment/Deposit",,"","Sears","Transfer:[Sears 9920(29)]","",,"-71.55","Checking","payment (auto)"
,,,"5/24/2017","Sell",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","Investments:Sell","","-0.075","0.90","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 05/24/2017"
,,,"5/24/2017","Payment/Deposit",,"","Purchases","Fix Me","",,"-15.76","Kohls 3215(25)",
,,,"5/24/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-18.14","Sears 9920(29)",
,,,"5/24/2017","Payment/Deposit",,"","Applebees","Dining:Terry","",,"-10.55","Sears 9920(29)",
,,,"5/24/2017","Payment/Deposit",,"","BED BATH & BEYOND #651 800-462-3","Fix Me","",,"-52.36","Discover 3128(6)",
,,,"5/24/2017","Payment/Deposit",,"","TIDE DRY CLEANERS LEAWOOD KS","Household","",,"-5.96","Discover4221(6)",
,,,"5/24/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-7.00","Discover4221(6)",
,,,"5/24/2017","Payment/Deposit",,"","Panda Express","Dining:Greg","",,"-7.00","Discover4221(6)",
,,,"5/24/2017","Payment/Deposit",,"","EPG*GRAD IMAGES 800-261-2576 IA","Photographs and Video","",,"-90.13","Discover 3128(6)","MD grad pictures"
,,,"5/24/2017","Payment/Deposit",,"","QUICKEN INC 888-311-7276 CA","Computer:Software","",,"-49.08","Discover 3128(6)","windows 2017"
,,,"5/24/2017","Payment/Deposit",,"","Fees","Auto:Fees","",,"-0.90","IBM 401k Fidelity",
,,,"5/23/2017","Payment/Deposit",,"",,"Transfer:[Escrow 2013 13914 Ash]","",,"597.43","Escrow2017",
,,,"5/23/2017","Payment/Deposit",,"","Opening Balance","Transfer:[CapFedMortgage2017]","",,"-260,000.00","CapFedMortgage2017",
,,,"5/23/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-130.96","Discover4221(6)",
,,,"5/23/2017","Payment/Deposit",,"","Big Lots","Fix Me","",,"-43.83","Discover4221(6)",
,,,"5/23/2017","Payment/Deposit",,"","BED BATH & BEYOND #651 800-462-3","Fix Me","",,"-42.52","Discover 3128(6)",
,,,"5/23/2017","Payment/Deposit",,"","OVR*O.CO/OVERSTOCK.COM 800-843-2","Fix Me","",,"-34.69","Discover 3128(6)",
,,,"5/22/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-48.40","Discover4221(6)",
,,,"5/22/2017","Payment/Deposit",,"","BUYBUYBABY OVERLAND KS","Fix Me","",,"-48.42","Discover4221(6)",
,,,"5/22/2017","Payment/Deposit",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","",,"-40.40","Discover4221(6)",
,,,"5/22/2017","Payment/Deposit",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","",,"-10.91","Discover4221(6)",
,,,"5/22/2017","Payment/Deposit",,"","PLANET SUB OLATHE KS","Dining:Greg","",,"-3.05","Discover4221(6)",
,,,"5/22/2017","Payment/Deposit",,"","Purchase Finance Charge","Int Exp","",,"-281.74","AMEX Everyday(22)",
,,,"5/22/2017","Payment/Deposit",,"","Purchase Finance Charge","Int Exp","",,"-0.70","AMEX Everyday(22)",
,,,"5/21/2017","Payment/Deposit",,"","KOHLS","Transfer:[Checking]","",,"678.28","Kohls 3215(25)","payment (auto)"
,,,"5/21/2017","Payment/Deposit",,"","KOHLS","Transfer:[Kohls 3215(25)]","",,"-678.28","Checking","payment (auto)"
,,,"5/20/2017","Payment/Deposit",,"","Constco","Fix Me","",,"-37.93","Costco Visa 5455","DIETRICH,TERRY J"
,,,"5/20/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-43.90","Discover4221(6)",
,,,"5/20/2017","Payment/Deposit",,"","Amazon.com","Fix Me","",,"-16.95","Discover4221(6)",
,,,"5/20/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-1.44","Discover4221(6)",
,,,"5/20/2017","Payment/Deposit",,"","Kcpt Donations","Charity:Cash","",,"-19.00","Checking",
,,,"5/19/2017","Payment/Deposit",,"","Hen House","Groceries","",,"-15.26","Sears 9920(29)",
,,,"5/19/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-30.77","Sears 9920(29)",
,,,"5/19/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-41.45","Discover4221(6)",
,,,"5/19/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-16.27","Discover4221(6)",
,,,"5/19/2017","Payment/Deposit",,"","DOLLARTREE KANSAS CITY MO","Fix Me","",,"-8.76","Discover4221(6)",
,,,"5/19/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-4.95","Discover4221(6)",
,,,"5/18/2017","Sell",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","Investments:Sell","","-500","500.00","Fidelity HSA XX5575",""
,,,"5/18/2017","Payment/Deposit",,"","Price Chopper","Groceries","",,"-14.70","Sears 9920(29)",
,,,"5/18/2017","Payment/Deposit",,"","Applebees","Dining:Terry","",,"-20.59","Sears 9920(29)",
,,,"5/18/2017","Payment/Deposit",,"","Wal-Mart","Fix Me:WalMart","",,"-42.63","Discover4221(6)",
,,,"5/18/2017","Payment/Deposit",,"","AMAZON DIGITAL SVCS 866-216-1072","Subscriptions","",,"-8.99","Discover 3128(6)","showtime"
