All Transactions Report Created: 2018-08-15 22:57:58 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"7/7/2018","Payment/Deposit","",,"","KFC","Food & Dining:Fast Food","Food & Dining:Fast Food","",,"-4.14","Discover4221(6)",
﻿,,"7/6/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-45.52","Sears 9920(29)",
﻿,,"7/6/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-9.90","Sears 9920(29)",
﻿,,"7/6/2018","Payment/Deposit","",,"","Flickr Ca","Photographs and Video","Photographs and Video","",,"24.95","Discover4221(6)","refund"
﻿,,"7/6/2018","Payment/Deposit","",,"","True Value","Home:Home Improvement","Home:Home Improvement","",,"-10.66","Discover 3128(6)",
﻿,,"7/6/2018","Payment/Deposit","",,"","Panera Bread","Food & Dining:Fast Food","Food & Dining:Fast Food","",,"-5.62","Discover 3128(6)",
﻿,,"7/6/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"-9.24","Discover 3128(6)",
﻿,,"7/5/2018","Payment/Deposit","",,"","Sprouts","Groceries","Groceries","",,"-37.79","Sears 9920(29)",
﻿,,"7/5/2018","Payment/Deposit","",,"","Quicken","Shopping:Electronics & Software","Shopping:Electronics & Software","",,"-81.81","Discover4221(6)",
﻿,,"7/5/2018","Payment/Deposit","",,"","Home Depot","Home:Home Improvement","Home:Home Improvement","",,"-10.88","Discover 3128(6)",
﻿,,"7/5/2018","Payment/Deposit","",,"","Home Depot","Home:Home Improvement","Home:Home Improvement","",,"4.64","Discover 3128(6)",
﻿,,"7/5/2018","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-67.64","Discover 3128(6)",
﻿,,"7/5/2018","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,,"7/5/2018","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-260.00","Discover 3128(6)","wireless"
﻿,,"7/4/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"-55.79","Discover 3128(6)",
﻿,,"7/4/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"20.69","Discover 3128(6)",
﻿,,"7/4/2018","Payment/Deposit","",,"","Dollar Tree","Shopping","Shopping","",,"-37.26","Discover 3128(6)",
﻿,,"7/4/2018","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Checking]","Transfer:[Checking]","",,"838.70","Discover4221(6)","payment"
﻿,,"7/4/2018","Payment/Deposit","",,"","Discover Card (4221)","Transfer:[Discover4221(6)]","Transfer:[Discover4221(6)]","",,"-838.70","Checking","payment"
﻿,,"7/3/2018","Payment/Deposit","CREDIT",,"","Interest","Int Inc","Int Inc","",,"20.62","AMEX Savings",
﻿,,"7/3/2018","Payment/Deposit","",,"","WAL MART","Fix Me:WalMart","Fix Me:WalMart","",,"30.76","Sears 9920(29)",
﻿,,"7/3/2018","Payment/Deposit","",,"","Dollar General","Uncategorized","Uncategorized","",,"-9.28","Sears 9920(29)",
﻿,,"7/3/2018","Payment/Deposit","",,"","Pinstripes","Dining:Family","Dining:Family","",,"-15.88","Sears 9920(29)",
﻿,,"7/3/2018","Payment/Deposit","",,"","Dollar General","Shopping","Shopping","",,"-171.54","Discover 3128(6)",
﻿,,"7/3/2018","Payment/Deposit","",,"","Profile Overland P","Uncategorized","Uncategorized","",,"-32.90","Discover4221(6)",
﻿,,"7/3/2018","Payment/Deposit","",,"","Always Chic Salon","Personal Care:Hair","Personal Care:Hair","",,"-90.00","Discover 3128(6)",
﻿,,"7/3/2018","Payment/Deposit","",,"","Sonic","Food & Dining:Fast Food","Food & Dining:Fast Food","",,"-6.51","Discover 3128(6)",
﻿,,"7/3/2018","Payment/Deposit","",,"","CPFC","MD PT ankle","MD PT ankle","",,"-211.93","Fidelity HSA XX5575","MD PT ankle"
﻿,,"7/3/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","211.93 shares @ 1.00","Investments:Sell","","-211.93","211.93","Fidelity HSA XX5575",
﻿,,"7/2/2018","Payment/Deposit","",,"","WAL MART","Fix Me:WalMart","Fix Me:WalMart","",,"-95.59","Sears 9920(29)",
﻿,,"7/2/2018","Payment/Deposit","",,"","Target","Uncategorized","Uncategorized","",,"-62.94","Sears 9920(29)",
﻿,,"7/2/2018","Payment/Deposit","",,"","Lowe's","Home:Home Improvement","Home:Home Improvement","",,"-10.40","Discover 3128(6)",
﻿,,"7/2/2018","Payment/Deposit","",,"","McDonald's","Food & Dining:Fast Food","Food & Dining:Fast Food","",,"-4.26","Discover 3128(6)",
﻿,,"7/2/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"-102.75","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-50.19","Sears 9920(29)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"-30.66","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Rakuten.com Ca","Shopping:Electronics & Software","Shopping:Electronics & Software","",,"-90.08","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Michaels","Shopping:Hobbies","Shopping:Hobbies","",,"-14.57","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Netflix","Entertainment:Movies & DVDs","Entertainment:Movies & DVDs","",,"-10.99","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Dollar Tree","Shopping","Shopping","",,"-2.19","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Amazon","Shopping","Shopping","",,"-13.26","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","Big Lots","Shopping","Shopping","",,"-34.68","Discover 3128(6)",
﻿,,"7/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"475.39","Escrow2017",
﻿,,"7/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"0.00","CapFedMortgage2017",
﻿,,"7/1/2018","Payment/Deposit","",,"","CapFedMortgage2017","Transfer:[Checking]","Transfer:[Checking]","",,"441.47","CapFedMortgage2017",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"-441.47","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Interest","Home:Mortgage:Interest","",,"-690.07","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[CapFedMortgage2017]","Transfer:[CapFedMortgage2017]","",,"0.00","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Transfer:[Escrow2017]","Transfer:[Escrow2017]","",,"-475.39","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Uncategorized","Uncategorized","",,"0.00","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Home Insurance","Home:Home Insurance","",,"0.00","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:PMI","Home:Mortgage:PMI","",,"0.00","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Home:Mortgage:Mortgage Fees","Home:Mortgage:Mortgage Fees","",,"0.00","Checking",
﻿,"S","7/1/2018","Payment/Deposit","Sched",,"","CapFedMortgage2017","Uncategorized","Uncategorized","",,"-0.07","Checking",
﻿,,"6/30/2018","Payment/Deposit","",,"","ALDI 46051 06245970051 OVERLAND","Groceries","Groceries","",,"-33.78","Sears 9920(29)",
﻿,,"6/30/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-26.99","Sears 9920(29)",
﻿,,"6/30/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-6.94","Sears 9920(29)",
﻿,,"6/30/2018","Payment/Deposit","",,"","Dollar Tree","Uncategorized","Uncategorized","",,"-17.60","Sears 9920(29)",
﻿,,"6/30/2018","Payment/Deposit","",,"","quicktrip","Auto:Fuel","Auto:Fuel","",,"-44.69","Sears 9920(29)",
﻿,,"6/30/2018","Payment/Deposit","",,"","SPORT CLIPS","Personal Care:Hair","Personal Care:Hair","",,"-23.00","Discover4221(6)",
﻿,,"6/30/2018","Payment/Deposit","",,"","Sally Beauty Supply","Personal Care","Personal Care","",,"-77.30","Discover 3128(6)",
﻿,,"6/30/2018","Payment/Deposit","",,"","Man's Best Friend","Pets","Pets","",,"-57.00","Discover 3128(6)",
﻿,,"6/29/2018","Reinvest Dividend","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","22.48 shares @ 11.839858","Investments:Reinvest Dividend","","22.48","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 06/29/2018"
﻿,,"6/29/2018","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","14.324 shares @ 11.840268","Investments:Buy","","14.324","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 06/29/2018"
﻿,,"6/29/2018","Buy","",,"Stable Value","Stable Value","25.371 shares @ 6.684798","Investments:Buy","","25.371","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 06/29/2018"
﻿,,"6/29/2018","Dividend Income","",,"MMDA1","MMDA1","Investments:Dividend Income","Investments:Dividend Income","",,"0.03","GD IRA Ameritrade","MONEY MARKET INTEREST"
﻿,,"6/29/2018","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","262.5 shares @ 1.00","Investments:Buy","","262.5","-262.50","Fidelity HSA XX5575",
﻿,,"6/29/2018","Payment/Deposit","",,"","Home Depot","Home:Home Improvement","Home:Home Improvement","",,"-4.64","Discover 3128(6)",
﻿,,"6/29/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"-6.43","Discover 3128(6)",
﻿,,"6/29/2018","Payment/Deposit","",,"","Midland True Value","Home:Home Improvement","Home:Home Improvement","",,"-8.58","Discover 3128(6)",
﻿,,"6/29/2018","Payment/Deposit","",,"","Price Chopper","Food & Dining:Groceries","Food & Dining:Groceries","",,"-6.31","Discover4221(6)",
﻿,,"6/29/2018","Dividend Income","",,"MMDA1","MMDA1","Investments:Dividend Income","Investments:Dividend Income","",,"1.19","TD IRA Ameritrade","MONEY MARKET INTEREST"
﻿,,"6/29/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"262.50","Fidelity HSA XX5575","Medical savings plan"
﻿,,"6/29/2018","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-77.39","Savings","Paycheck"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-330.90","Savings","Paycheck"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-427.03","Savings","Paycheck"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-202.22","Savings","Paycheck"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-132.22","Savings","Health care (medical + dental)"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-262.50","Savings","Medical savings plan"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"0.00","Savings","Life Insurance"
﻿,"S","6/29/2018","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,,"6/29/2018","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"450.00","Deferred 401k Match","IBM Match"
﻿,,"6/28/2018","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-30.35","Sears 9920(29)",
﻿,,"6/28/2018","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-58.11","Sears 9920(29)",
﻿,,"6/28/2018","Payment/Deposit","",,"","Darrencastr Ca","Uncategorized","Uncategorized","",,"-31.17","Discover 3128(6)",
﻿,,"6/28/2018","Payment/Deposit","",,"","Jo-Ann Stores","Shopping:Hobbies","Shopping:Hobbies","",,"-43.32","Discover 3128(6)",
﻿,,"6/28/2018","Payment/Deposit","",,"","Wild Birds Unlimited","Pets","Pets","",,"-68.03","Discover 3128(6)",
﻿,,"6/28/2018","Payment/Deposit","",,"","Costco","Shopping","Shopping","",,"-47.38","Costco Visa 5455",
﻿,,"6/28/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"-28.21","Discover4221(6)",
﻿,,"6/28/2018","Payment/Deposit","",,"","First Choice Interlock","Uncategorized","Uncategorized","",,"-86.00","Matt Checking 0451","POS PURCHASE ON 06/28 @ 16:42 FIRST CHOICE INTERLOCK FIRST CHOIC"
﻿,,"6/28/2018","Payment/Deposit","",,"","Casey's","Groceries","Groceries","",,"-8.75","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 00:07 CASEYS OLATHE CASEYS OLATHE OLATHE"
﻿,,"6/28/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-6.52","Matt Checking 0451","DBT PURCHASE ON 06/27 @ 14:49 QT 197 02001972 QT 197 02001972 KA"
﻿,,"6/28/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-4.63","Matt Checking 0451","DBT PURCHASE ON 06/27 @ 14:28 QT 178 02001782 QT 178 02001782 KA"
﻿,"S","6/28/2018","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","6/28/2018","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","6/28/2018","Payment/Deposit","EFT",,"","KCPL","Uncategorized","Uncategorized","",,"-2.04","Checking",
﻿,,"6/28/2018","Payment/Deposit","",,"","AAA Visa","Transfer:[Checking]","Transfer:[Checking]","",,"86.50","BOA AAA 8044(1)","payment (auto)"
﻿,,"6/28/2018","Payment/Deposit","",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","Transfer:[BOA AAA 8044(1)]","",,"-86.50","Checking","payment (auto)"
﻿,,"6/28/2018","Payment/Deposit","",,"","Fairfield","Vacation","Vacation","",,"-175.75","Checking","Vacation fees"
﻿,,"6/27/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-6.52","Sears 9920(29)",
﻿,,"6/27/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-5.97","Sears 9920(29)","odyssey"
﻿,,"6/27/2018","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-28.73","Sears 9920(29)",
﻿,,"6/27/2018","Payment/Deposit","",,"","First Watch","Dining:Family","Dining:Family","",,"-27.57","Sears 9920(29)",
﻿,,"6/27/2018","Payment/Deposit","",,"","Staples","Business Expenses:Supplies (Business)","Business Expenses:Supplies (Business)","",,"-58.89","Discover 3128(6)",
﻿,,"6/27/2018","Payment/Deposit","",,"","Staples","Business Expenses:Supplies (Business)","Business Expenses:Supplies (Business)","",,"-13.64","Discover 3128(6)",
﻿,,"6/27/2018","Payment/Deposit","",,"","APL* ITUNES.COM/BILL 866-712-775","Entertainment","Entertainment","",,"-16.35","Discover 3128(6)","HBO"
﻿,,"6/27/2018","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-44.63","Discover4221(6)",
﻿,,"6/27/2018","Payment/Deposit","",,"","Interest","Int Exp","Int Exp","",,"-4.71","JC Penney 4541 (28)",
﻿,,"6/27/2018","Payment/Deposit","",,"","AMC","Uncategorized","Uncategorized","",,"-11.99","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 23:37 AMC TOWN CENTER 20 #003 AMC TOWN C"
﻿,,"6/27/2018","Payment/Deposit","",,"","AMC","Uncategorized","Uncategorized","",,"-6.83","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 23:37 AMC TOWN CENTER 20 #003 AMC TOWN C"
﻿,,"6/27/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-4.63","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 02:39 QT 178 02001782 QT 178 02001782 KA"
﻿,,"6/27/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-2.42","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 02:39 QT 178 02001782 QT 178 02001782 KA"
﻿,,"6/27/2018","Payment/Deposit","",,"","Discover Card","Transfer:[Checking]","Transfer:[Checking]","",,"3,486.82","Discover 3128(6)","payment (auto)"
﻿,,"6/27/2018","Payment/Deposit","",,"","Discover Card","Transfer:[Discover 3128(6)]","Transfer:[Discover 3128(6)]","",,"-3,486.82","Checking","payment (auto)"
﻿,,"6/27/2018","Payment/Deposit","",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-120.00","Checking",
﻿,,"6/26/2018","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-24.72","Sears 9920(29)",
﻿,,"6/26/2018","Payment/Deposit","",,"","Wal-Mart","Shopping","Shopping","",,"-152.54","Discover 3128(6)",
﻿,,"6/26/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.04","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"6/26/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"6/26/2018","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.05","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"6/26/2018","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-3.32","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"6/26/2018","Payment/Deposit","",,"","SQ *PILGRIM COFFEE COM OVERLAND","Fix Me","Fix Me","",,"-6.50","Discover 3128(6)",
﻿,,"6/26/2018","Payment/Deposit","",,"","Lowe's","Fix Me","Fix Me","",,"-104.90","Discover 3128(6)","DBT PURCHASE ON 08/12 @ 05:56 LOWES #01623* LOWES #01623* KANSA"
﻿,,"6/26/2018","Payment/Deposit","",,"","Ancestry.Com","Membership","Membership","",,"-19.95","Discover 3128(6)",
﻿,,"6/26/2018","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-3.99","Discover 3128(6)","looking through xity"
﻿,,"6/26/2018","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-38.20","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 22:58 PHILLIPS 66 - MARTIN CI PHILLIPS 6"
﻿,,"6/26/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-6.38","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 06:19 QT 178 02001782 QT 178 02001782 KA"
﻿,,"6/26/2018","Payment/Deposit","",,"","Starbucks","Uncategorized","Uncategorized","",,"-3.22","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 22:19 STARBUCKS STORE 10740 STARBUCKS ST"
﻿,,"6/26/2018","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-3.03","Matt Checking 0451","DBT PURCHASE ON 06/26 @ 23:51 HEN HOUSE #24 HEN HOUSE #24 LEAWOO"
﻿,,"6/26/2018","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-1.68","Matt Checking 0451","DBT PURCHASE ON 06/25 @ 06:19 QT 178 02001782 QT 178 02001782 KA"
﻿,,"6/26/2018","Payment/Deposit","",,"","Payment","Transfer:[JC Penney 4541 (28)]","Transfer:[JC Penney 4541 (28)]","",,"-175.30","Checking","payment (auto)"
﻿,,"6/26/2018","Payment/Deposit","",,"","Payment","Transfer:[Checking]","Transfer:[Checking]","",,"175.30","JC Penney 4541 (28)","payment (auto)"
﻿,,"6/25/2018","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-21.19","Sears 9920(29)",
﻿,,"6/25/2018","Dividend Income","",,"Scudder Dreman High Return A (KDHAX)","Scudder Dreman High Return A (KDHAX)","Investments:Dividend Income","Investments:Dividend Income","",,"139.84","TD IRA Ameritrade","ORDINARY DIVIDEND"
﻿,,"6/25/2018","Buy","",,"Scudder Dreman High Return A (KDHAX)","Scudder Dreman High Return A (KDHAX)","2.484 shares @ 56.296296","Investments:Buy","","2.484","-139.84","TD IRA Ameritrade","DIVIDEND REINVEST"
﻿,,"6/25/2018","Reinvest Dividend","",,"Scudder Dreman High Return A (KDHAX)","Scudder Dreman High Return A (KDHAX)","2.484 shares @ 56.296296","Investments:Reinvest Dividend","","2.484","0.00","TD IRA Ameritrade",""
﻿,,"6/25/2018","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","110 shares @ 1.00","Investments:Sell","","-110","110.00","Fidelity HSA XX5575",""
﻿,,"6/25/2018","Payment/Deposit","",,"","MARDEL #0015 OVERLAND PARKKS","Fix Me","Fix Me","",,"-40.66","Discover 3128(6)",
﻿,,"6/25/2018","Payment/Deposit","",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","Fix Me","",,"-9.82","Discover 3128(6)",
﻿,,"6/25/2018","Payment/Deposit","",,"","CHIPOTLE 0336 OVERLAND PARKKS","Dining:Family","Dining:Family","",,"-18.93","Discover 3128(6)",
﻿,,"6/25/2018","Payment/Deposit","",,"","SONIC DRIVE IN #6122 OVERLAND PA","Dining","Dining","",,"-5.11","Discover 3128(6)",
﻿,,"6/25/2018","Payment/Deposit","",,"","NORMAL DISTR PARTIAL STAR CHIROP","Medical:Chiropractic","Medical:Chiropractic","",,"-40.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STAR CHIROPRACTIC       SHAWNEE       KS"
﻿,,"6/25/2018","Payment/Deposit","",,"","NORMAL DISTR PARTIAL RELIABLE ME","Medical:Devices","Medical:Devices","",,"-70.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL RELIABLE MEDICAL SUPPL  913-722-2960  KS"
﻿,,"6/25/2018","Payment/Deposit","",,"","DBT PURCHASE ON 06/24 @ 09:19 ZU","Uncategorized","Uncategorized","",,"-65.74","Matt Checking 0451","DBT PURCHASE ON 06/24 @ 09:19 ZUMIEZ #355 ZUMIEZ #355 OVERLAND P"
