All Transactions Report Created: 2018-08-15 22:58:52 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"3/20/2017","Payment/Deposit","",,"","FAMOUSFOOTWEAR#1538 OVERLAND PAR","Clothing:Terry","Clothing:Terry","",,"-87.06","Discover 3128(6)",
﻿,,"3/20/2017","Payment/Deposit","",,"","DOLLAR TREE OVERLAND PARKKS","Fix Me","Fix Me","",,"-20.87","Discover 3128(6)",
﻿,,"3/20/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-7.50","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"3/20/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-7.00","Discover4221(6)",
﻿,,"3/20/2017","Payment/Deposit","",,"","CVS Pharmacy","Medical:Medicine","Medical:Medicine","",,"-91.92","Fidelity HSA XX5575","NORMAL DISTR PARTIAL CVS/PHARMACY #08237     LEAWOOD       KS"
﻿,,"3/20/2017","Payment/Deposit","",,"","KOHLS","Transfer:[Checking]","Transfer:[Checking]","",,"153.02","Kohls 3215(25)","payment (auto)"
﻿,,"3/20/2017","Payment/Deposit","",,"","KOHLS","Transfer:[Kohls 3215(25)]","Transfer:[Kohls 3215(25)]","",,"-153.02","Checking","payment (auto)"
﻿,,"3/20/2017","Payment/Deposit","",,"","Kcpt Donations","Charity:Cash","Charity:Cash","",,"-19.00","Checking",
﻿,,"3/19/2017","Payment/Deposit","",,"","Ecommerce","Fix Me","Fix Me","",,"-92.90","Kohls 3215(25)",
﻿,,"3/19/2017","Payment/Deposit","",,"","Panda Express","Dining","Dining","",,"-13.27","Costco Visa 5455",
﻿,,"3/19/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-38.08","Discover 3128(6)",
﻿,,"3/19/2017","Payment/Deposit","",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","Entertainment","",,"-19.58","Discover 3128(6)","shack"
﻿,,"3/19/2017","Payment/Deposit","",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","Entertainment","",,"-8.15","Discover 3128(6)","MD shack"
﻿,,"3/19/2017","Payment/Deposit","",,"","GROUPON INC 877-788-7858 IL","Fix Me","Fix Me","",,"-17.60","Discover 3128(6)",
﻿,,"3/19/2017","Payment/Deposit","",,"","GROUPON INC 877-788-7858 IL","Fix Me","Fix Me","",,"-13.60","Discover 3128(6)",
﻿,,"3/18/2017","Payment/Deposit","",,"","AMAZON DIGITAL SVCS 866-216-1072","Subscriptions","Subscriptions","",,"-8.99","Discover 3128(6)","showtime"
﻿,,"3/17/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","164.42 shares @ 1.00","Investments:Sell","","-164.42","164.42","Fidelity HSA XX5575",""
﻿,,"3/17/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-37.69","Sears 9920(29)",
﻿,,"3/17/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-38.14","Sears 9920(29)","odyssey"
﻿,,"3/17/2017","Payment/Deposit","",,"","Raising Cane","Dining:Greg","Dining:Greg","",,"-7.24","Discover4221(6)",
﻿,,"3/17/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-14.04","Discover 3128(6)",
﻿,,"3/17/2017","Payment/Deposit","",,"","HARRYS LIQUOR STORE LEAWOOD KS","Groceries","Groceries","",,"-9.71","Discover 3128(6)",
﻿,,"3/17/2017","Payment/Deposit","",,"","NORMAL DISTR PARTIAL EM SPECIALI","Medical:Doctor","Medical:Doctor","",,"-164.42","Fidelity HSA XX5575","NORMAL DISTR PARTIAL EM SPECIALISTS PA       817-451-4208  TX"
﻿,,"3/16/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","219.11 shares @ 1.00","Investments:Sell","","-219.11","219.11","Fidelity HSA XX5575",""
﻿,,"3/16/2017","Payment/Deposit","",,"","Phillips 66","Auto:Fuel","Auto:Fuel","",,"-5.00","Sears 9920(29)",
﻿,,"3/16/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-60.21","Discover 3128(6)",
﻿,,"3/16/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-14.40","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"3/16/2017","Payment/Deposit","",,"","Sears","Fix Me","Fix Me","",,"-49.99","Discover 3128(6)",
﻿,,"3/16/2017","Payment/Deposit","",,"","Amazon.com","Clothing:Terry","Clothing:Terry","",,"212.09","Discover 3128(6)","return shoes"
﻿,,"3/16/2017","Payment/Deposit","",,"","NORMAL DISTR PARTIAL HUNTER FAMI","Medical:Doctor","Medical:Doctor","",,"-219.11","Fidelity HSA XX5575","NORMAL DISTR PARTIAL HUNTER FAMILY VISION    LEAWOOD       KS"
﻿,,"3/16/2017","Payment/Deposit","",,"","State Farm Insurance","Insurance","Insurance","",,"-101.00","Discover4221(6)","umbrella"
﻿,,"3/15/2017","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","16.618 shares @ 11.650018","Investments:Buy","","16.618","-193.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 03/15/2017"
﻿,,"3/15/2017","Buy","",,"Stable Value","Stable Value","30.095 shares @ 6.432962","Investments:Buy","","30.095","-193.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 03/15/2017"
﻿,,"3/15/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","214.58 shares @ 1.00","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
﻿,,"3/15/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-63.81","Sears 9920(29)",
﻿,,"3/15/2017","Payment/Deposit","",,"","TALK OF THE TOWN GRILL & OVERLAN","Dining:Greg","Dining:Greg","",,"-14.21","Discover4221(6)",
﻿,,"3/15/2017","Payment/Deposit","",,"","IBM Bonus","Transfer:[Savings]","Transfer:[Savings]","",,"48.00","IBM 401k Fidelity",
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Bonus","Salary","Salary","",,"800.00","Savings",
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Bonus","Tax:Soc Sec","Tax:Soc Sec","",,"-49.60","Savings",
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Bonus","Tax:Medicare","Tax:Medicare","",,"-11.60","Savings",
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Bonus","Tax:Fed","Tax:Fed","",,"-188.00","Savings",
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Bonus","Tax:Kansas","Tax:Kansas","",,"-33.84","Savings",
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Bonus","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-48.00","Savings",
﻿,,"3/15/2017","Payment/Deposit","",,"","Costco Visa","Transfer:[Checking]","Transfer:[Checking]","",,"246.00","AMEX Everyday(22)","payment (auto)"
﻿,,"3/15/2017","Payment/Deposit","",,"","AMEX Everyday","Transfer:[AMEX Everyday(22)]","Transfer:[AMEX Everyday(22)]","",,"-246.00","Checking","payment (auto)"
﻿,,"3/15/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
﻿,,"3/15/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-78.19","Savings","Paycheck"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-564.97","Savings","Paycheck"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-175.64","Savings","Paycheck"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-71.64","Savings","Life Insurance"
﻿,"S","3/15/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,,"3/15/2017","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"460.00","Deferred 401k Match","IBM Match"
﻿,,"3/14/2017","Payment/Deposit","",,"","WHOLEFDS OLA #10538 OLATHE KS","Dining:Greg","Dining:Greg","",,"-2.76","Discover4221(6)",
﻿,,"3/14/2017","Payment/Deposit","",,"","LEVELUP*PLANETSUB87538 855-466-5","Dining:Greg","Dining:Greg","",,"-7.41","Discover4221(6)",
﻿,,"3/14/2017","Payment/Deposit","",,"","Price Chopper","Fix Me","Fix Me","",,"-2.06","Matt Checking 0451","DBT PURCHASE ON 03/13 @ 19:47 PRICE CHOPPER #119 PRICE CHOPPER #"
﻿,,"3/14/2017","Payment/Deposit","",,"","DBT PURCHASE ON 03/14 @ 14:17 PH","Fix Me","Fix Me","",,"-1.73","Matt Checking 0451","DBT PURCHASE ON 03/14 @ 14:17 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"3/14/2017","Payment/Deposit","",,"","AMEX Everyday","Transfer:[Checking]","Transfer:[Checking]","",,"2,678.74","Costco Visa 5455","payment (auto)"
﻿,,"3/14/2017","Payment/Deposit","",,"","Costco Visa","Transfer:[Costco Visa 5455]","Transfer:[Costco Visa 5455]","",,"-2,678.74","Checking","payment (auto)"
﻿,,"3/13/2017","Reinvest Dividend","",,"International Business Machine","International Business Machine","0.033 shares @ 175.757576","Investments:Reinvest Dividend","","0.033","0.00","IBM Options Morgan Stanley",".033 @ 177.5293"
﻿,,"3/13/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-48.58","Sears 9920(29)",
﻿,,"3/13/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.01","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"3/13/2017","Payment/Deposit","",,"","AMAZON MKTPLACE PMTS AMAZON MKTP","Fix Me","Fix Me","",,"-15.04","Discover 3128(6)",
﻿,,"3/13/2017","Payment/Deposit","",,"","Crossing","Fix Me","Fix Me","",,"-80.00","Matt Checking 0451","ATM SHAWNEE CROSSING 22400 MIDLAND DRIVE SHAWNEE KS CARD NBR: -3"
﻿,,"3/13/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"64.00","Matt Checking 0451",
﻿,,"3/13/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"10.00","Matt Checking 0451",
﻿,,"3/12/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-10.31","Discover4221(6)",
﻿,,"3/12/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"20.30","Discover 3128(6)",
﻿,,"3/11/2017","Payment/Deposit","",,"","Zerorez","Household:Cleaning","Household:Cleaning","",,"-104.00","Discover4221(6)","carpet"
﻿,,"3/11/2017","Payment/Deposit","",,"","From savings","Transfer:[Checking]","Transfer:[Checking]","",,"-2,000.00","Savings",
﻿,,"3/11/2017","Payment/Deposit","TXFR",,"","From savings","Transfer:[Savings]","Transfer:[Savings]","",,"2,000.00","Checking",
﻿,,"3/11/2017","Payment/Deposit","",,"","Loan Nissan Leaf","Transfer:[Checking]","Transfer:[Checking]","",,"628.87","Loan Nissan Leaf",
﻿,"S","3/11/2017","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Transfer:[Loan Nissan Leaf]","Transfer:[Loan Nissan Leaf]","",,"-628.87","Checking",
﻿,"S","3/11/2017","Payment/Deposit","Sched",,"","Loan Nissan Leaf","Auto & Transport:Auto Payment:Interest","Auto & Transport:Auto Payment:Interest","",,"-9.02","Checking",
﻿,,"3/10/2017","Reinvest Dividend","",,"International Business Machine","International Business Machine","0.317 shares @ 177.160883","Investments:Reinvest Dividend","","0.317","0.00","IBM ESPP",""
﻿,,"3/10/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-13.16","Kohls 3215(25)",
﻿,,"3/10/2017","Payment/Deposit","",,"","Hy Vee","Groceries","Groceries","",,"-24.25","Sears 9920(29)",
﻿,,"3/10/2017","Payment/Deposit","",,"","Target","Fix Me","Fix Me","",,"-55.36","Discover 3128(6)","DBT PURCHASE ON 09/14 @ 16:56 TARGET 00017574 TARGET 00017574 O"
﻿,,"3/10/2017","Payment/Deposit","",,"","MANS BEST FRIEND BELTON MO","Pets","Pets","",,"-46.00","Discover 3128(6)",
﻿,,"3/10/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.69","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"3/10/2017","Payment/Deposit","",,"","Blue Moose Lenexa","Dining:Family","Dining:Family","",,"-16.62","Discover4221(6)",
﻿,"S","3/10/2017","Payment/Deposit","",,"","ATM Village Seville","Fix Me","Fix Me","",,"52.32","Checking","beth"
﻿,"S","3/10/2017","Payment/Deposit","",,"","ATM Village Seville","Fix Me","Fix Me","",,"80.00","Checking","gma"
﻿,,"3/10/2017","Payment/Deposit","",,"","ATM Village Seville","Transfer:[Checking]","Transfer:[Checking]","",,"40.00","Terry Cash","ATM VILLAGE SEVILLE 13100 STATE LINE ROAD LEAWOOD KS CARD NBR: -"
﻿,,"3/10/2017","Payment/Deposit","",,"","ATM Village Seville","Transfer:[Terry Cash]","Transfer:[Terry Cash]","",,"-40.00","Checking","ATM VILLAGE SEVILLE 13100 STATE LINE ROAD LEAWOOD KS CARD NBR: -"
﻿,,"3/10/2017","Payment/Deposit","",,"","Capitol Federal Savings","Transfer:[Checking]","Transfer:[Checking]","",,"561.86","CapFed Mortgage 2013",
﻿,"S","3/10/2017","Payment/Deposit","Sched",,"","Capitol Federal Savings","Transfer:[CapFed Mortgage 2013]","Transfer:[CapFed Mortgage 2013]","",,"-561.86","Checking",
﻿,"S","3/10/2017","Payment/Deposit","Sched",,"","Capitol Federal Savings","Int Exp","Int Exp","",,"-198.20","Checking",
﻿,"S","3/10/2017","Payment/Deposit","Sched",,"","Capitol Federal Savings","Transfer:[Escrow 2013 13914 Ash]","Transfer:[Escrow 2013 13914 Ash]","",,"-437.78","Checking",
﻿,"S","3/10/2017","Payment/Deposit","Sched",,"","Capitol Federal Savings","Transfer:[Escrow 2013 13914 Ash]","Transfer:[Escrow 2013 13914 Ash]","",,"-59.16","Checking",
﻿,,"3/9/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-80.27","Sears 9920(29)",
﻿,,"3/9/2017","Payment/Deposit","",,"","Whole Foods","Dining:Greg","Dining:Greg","",,"-10.28","Discover4221(6)",
﻿,,"3/9/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.44","Discover4221(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"3/9/2017","Payment/Deposit","",,"","JCWW (Johnson County Wastewater)","Utilities:Water","Utilities:Water","",,"-82.60","Checking","Payment"
﻿,,"3/8/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","45 shares @ 1.00","Investments:Sell","","-45","45.00","Fidelity HSA XX5575",""
﻿,,"3/8/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-10.84","Discover 3128(6)",
﻿,,"3/8/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","Personal","",,"-62.63","Discover 3128(6)","TD diet"
﻿,,"3/8/2017","Payment/Deposit","",,"","Big Lots","Fix Me","Fix Me","",,"16.39","Discover 3128(6)",
﻿,,"3/8/2017","Payment/Deposit","",,"","Amazon.com","Clothing:Terry","Clothing:Terry","",,"-299.16","Discover 3128(6)","shoes"
﻿,,"3/8/2017","Payment/Deposit","",,"","GOLDEN CORRAL 645 OLATHE KS","Dining:Family","Dining:Family","",,"-54.45","Discover4221(6)",
﻿,,"3/8/2017","Payment/Deposit","",,"","Firebirds Overland Park","Fix Me","Fix Me","",,"-66.09","Matt Checking 0451","DBT PURCHASE ON 03/07 @ 10:25 FIREBIRDS OVERLAND PARK FIREBIRDS "
﻿,,"3/8/2017","Payment/Deposit","",,"","NORMAL DISTR PARTIAL STAR CHIROP","Medical:Chiropractic","Medical:Chiropractic","",,"-45.00","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STAR CHIROPRACTIC       SHAWNEE       KS"
﻿,,"3/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-58.69","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-6.80","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Big Lots","Fix Me","Fix Me","",,"-33.35","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","PARTY CITY #938 OVERLAND PARKKS","Fix Me","Fix Me","",,"-29.55","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","MICHAELS STORES 2713 OVERLAND PA","Fix Me","Fix Me","",,"-9.33","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","DSW PINNACLE VILLAGE OVERLAND PA","Clothing:Terry","Clothing:Terry","",,"-8.70","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-7.37","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-6.52","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-3.35","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-61.12","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-44.92","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-9.99","Discover 3128(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-7.00","Discover4221(6)",
﻿,,"3/7/2017","Payment/Deposit","",,"","Phillips 66","Fix Me","Fix Me","",,"-7.85","Matt Checking 0451","DBT PURCHASE ON 03/07 @ 15:06 PHILLIPS 66 - METCALF C PHILLIPS 6"
﻿,,"3/7/2017","Payment/Deposit","",,"","State Farm Insurance","Insurance:Automobile","Insurance:Automobile","",,"-159.61","Discover4221(6)","Odyssey 613PJ0W5"
﻿,,"3/7/2017","Payment/Deposit","",,"","From savings","Transfer:[Checking]","Transfer:[Checking]","",,"-3,000.00","Savings","11170264"
﻿,,"3/7/2017","Payment/Deposit","TXFR",,"","From savings","Transfer:[Savings]","Transfer:[Savings]","",,"3,000.00","Checking","11170264"
﻿,,"3/6/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"40.00","Matt Checking 0451",
﻿,,"3/6/2017","Payment/Deposit","",,"","Panera Bread","Fix Me","Fix Me","",,"-10.97","Matt Checking 0451","DBT PURCHASE ON 03/05 @ 18:11 PANERA BREAD #2717 PANERA BREAD #2"
﻿,,"3/6/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-8.70","Matt Checking 0451","DBT PURCHASE ON 03/06 @ 15:27 WAL Wal-Mart Store 2503032490 WAL-"
﻿,,"3/5/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"50.00","Matt Checking 0451",
﻿,,"3/5/2017","Payment/Deposit","",,"","Wendy's","Fix Me","Fix Me","",,"-6.89","Matt Checking 0451","DBT PURCHASE ON 03/04 @ 06:58 WENDYS #6011 WENDYS #6011 KANSAS C"
﻿,,"3/5/2017","Payment/Deposit","",,"","Conoco","Fix Me","Fix Me","",,"-2.81","Matt Checking 0451","DBT PURCHASE ON 03/05 @ 19:38 CONOCO - SEI 27832 CONOCO - SEI 27"
﻿,,"3/5/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-7.99","Discover 3128(6)",
﻿,,"3/5/2017","Payment/Deposit","",,"","ATT","Utilities:Telephone","Utilities:Telephone","",,"-273.81","Discover 3128(6)","wireless"
﻿,,"3/5/2017","Payment/Deposit","",,"","Campus Crusade for Christ","Charity:Cash:Crusade","Charity:Cash:Crusade","",,"-85.00","Checking","Austin"
﻿,,"3/5/2017","Payment/Deposit","",,"","THE ATHLETIC CLUB OF O OVERLAND","Membership","Membership","",,"-62.04","Discover 3128(6)",
﻿,,"3/5/2017","Payment/Deposit","",,"","GROUPON INC 877-788-7858 IL","Personal","Personal","",,"-29.00","Discover 3128(6)","yoga"
﻿,,"3/5/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-46.41","Discover 3128(6)",
﻿,,"3/5/2017","Payment/Deposit","",,"","GROUPON INC 877-788-7858 IL","Personal","Personal","",,"-29.00","Discover 3128(6)","yoga"
﻿,,"3/5/2017","Payment/Deposit","",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","Entertainment","",,"-21.21","Discover4221(6)","logan"
﻿,,"3/4/2017","Payment/Deposit","",,"","GROUPON INC 877-788-7858 IL","Fix Me","Fix Me","",,"-77.00","Discover 3128(6)",
﻿,"S","3/4/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-156.05","Checking",
﻿,"S","3/4/2017","Payment/Deposit","EFT",,"","KCPL","Insurance:Homeowners","Insurance:Homeowners","",,"-6.41","Checking","surge protection fee"
﻿,"S","3/4/2017","Payment/Deposit","EFT",,"","KCPL","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-131.02","Checking","extra"
﻿,,"3/4/2017","Payment/Deposit","",,"","JOSE PEPPERS OVERLAND PARKKS","Dining:Family","Dining:Family","",,"-30.84","Discover4221(6)",
﻿,,"3/4/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"20.00","Matt Checking 0451",
﻿,,"3/3/2017","Payment/Deposit","",,"","JOANN ETC #1926 OVERLAND PARKKS","Fix Me","Fix Me","",,"-41.16","Discover 3128(6)",
﻿,,"3/3/2017","Payment/Deposit","",,"","ZARDAS BBQ LENEXA KS","Dining:Greg","Dining:Greg","",,"-11.51","Discover4221(6)",
﻿,,"3/2/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-46.80","Sears 9920(29)",
﻿,,"3/2/2017","Payment/Deposit","",,"","BURGER KING #17997 OVERLAND PARK","Dining","Dining","",,"-5.98","Discover 3128(6)",
﻿,,"3/2/2017","Payment/Deposit","",,"","Chick-fil-a","Dining:Greg","Dining:Greg","",,"-7.05","Discover4221(6)",
﻿,,"3/2/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","Personal","",,"-84.11","Discover 3128(6)","TD diet"
﻿,,"3/2/2017","Payment/Deposit","",,"","State Farm Insurance_","Insurance:Automobile","Insurance:Automobile","",,"-356.81","Discover 3128(6)","Leaf"
﻿,,"3/2/2017","Payment/Deposit","",,"","Gamestop","Fix Me","Fix Me","",,"-16.36","Matt Checking 0451","DBT PURCHASE ON 03/01 @ 17:26 GAMESTOP #854 GAMESTOP #854 OLATHE"
﻿,,"3/2/2017","Payment/Deposit","",,"","Chipotle","Fix Me","Fix Me","",,"-15.13","Matt Checking 0451","DBT PURCHASE ON 03/01 @ 08:43 CHIPOTLE 0336 CHIPOTLE 0336 OVERLA"
﻿,,"3/1/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","214.58 shares @ 1.00","Investments:Buy","","214.58","-214.58","Fidelity HSA XX5575",""
﻿,,"3/1/2017","Payment/Deposit","",,"","O BRIEN PHARMACY - MOTO MISSION","Fix Me","Fix Me","",,"-52.32","Discover 3128(6)","for beth"
﻿,,"3/1/2017","Payment/Deposit","",,"","WORLD KITCHEN CREDIT DEP 999-999","Groceries","Groceries","",,"-27.95","Discover 3128(6)",
﻿,,"3/1/2017","Payment/Deposit","",,"","WHOLEFDS OPK 10410 OVERLAND PARK","Groceries","Groceries","",,"-19.54","Discover 3128(6)",
﻿,,"3/1/2017","Payment/Deposit","",,"","Netflix.Com","Entertainment","Entertainment","",,"-9.99","Discover 3128(6)",
﻿,,"3/1/2017","Payment/Deposit","",,"","MR GYROS RESTAURANT OLATHE KS","Dining:Greg","Dining:Greg","",,"-8.70","Discover4221(6)",
﻿,,"3/1/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-7.35","Matt Checking 0451","DBT PURCHASE ON 03/01 @ 00:44 WM SUPERCENTER # Wal-Mart Super Ce"
﻿,,"3/1/2017","Payment/Deposit","",,"","Phillips 66","Fix Me","Fix Me","",,"-6.40","Matt Checking 0451","DBT PURCHASE ON 03/01 @ 08:44 PHILLIPS 66 - METCALF C PHILLIPS 6"
﻿,,"3/1/2017","Payment/Deposit","",,"","AAA Visa","Transfer:[Checking]","Transfer:[Checking]","",,"37.56","BOA AAA 8044(1)","payment (auto)"
﻿,,"3/1/2017","Payment/Deposit","",,"","AAA Visa","Transfer:[BOA AAA 8044(1)]","Transfer:[BOA AAA 8044(1)]","",,"-37.56","Checking","payment (auto)"
﻿,,"2/28/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"0.22","TD IRA (Scottrade)","INT EARNED BANK DEP PROGRAM 28 DAYS @ 0.01% APYE 0.01% $.22 CR."
